02226 125 7D } CC
02226 125 7D } DR
02226 125 7D } CG
02226 125 7D } TR
02226 125 7D } CR
02226 125 7D } TI
02226 125 7D } CS
02226 125 7D } SR
02226 125 7D } SG
02226 125 7D } SS
02226 125 7D } CI
02226 223      SS
02226 223      DR
02226 223      CC
02226 223      SG
02226 223      TR
02226 223      CR
02226 223      TI
02226 223      SR
02226 223      GI
02226 223      GG
02226 223      CI
02226 223      CS
02226 223      CG
02226 223      GE
02227 143      CR
02227 143      CI
02227 143      DR
02227 143      CG
02227 143      TI
02227 143      GE
02227 143      SG
02227 143      CS
02227 143      SR
02227 143      TR
02227 143      GG
02227 143      SS
02227 143      GI
02228 144      TR
02228 144      TI
02228 144      CS
02228 144      SR
02228 144      CI
02228 144      GI
02228 144      SS
02228 144      SG
02228 144      GG
02228 144      GE
02228 144      CR
02228 144      DR
02228 144      CG
02229 124 7C | CR
02229 124 7C | CS
02229 124 7C | CC
02229 124 7C | CG
02230 174      EX
02231  45 2D - CG
02231  45 2D - CS
02231  45 2D - CC
02231  45 2D - CR
02231 176      DR
02231 176      GG
02231 176      TR
02231 176      GE
02231 176      CG
02231 176      SS
02231 176      CR
02231 176      CI
02231 176      SR
02231 176      CS
02231 176      SG
02231 176      CC
02231 176      GI
02231 176      TI
02232  43 2B + CR
02232  43 2B + CS
02232  43 2B + CC
02232  43 2B + CG
02232 160      GI
02232 160      CG
02232 160      CC
02232 160      GE
02232 160      DR
02232 160      CS
02232 160      GG
02232 160      TR
02232 160      CR
02232 160      SR
02232 160      CI
02232 160      SS
02232 160      SG
02232 160      TI
02233 163      CG
02233 163      TI
02233 163      GI
02233 163      SG
02233 163      TR
02233 163      GG
02233 163      CS
02233 163      CI
02233 163      SR
02233 163      GE
02233 163      SS
02233 163      CC
02233 163      CR
02233 163      DR
02234 179      CI
02234 179      CG
02234 179      CS
02234 179      GE
02234 179      SG
02234 179      TI
02234 179      DR
02234 179      SS
02234 179      CC
02234 179      GI
02234 179      TR
02234 179      GG
02234 179      SR
02234 179      CR
02235 162      GI
02235 162      CI
02235 162      CR
02235 162      SS
02235 162      SG
02235 162      CC
02235 162      SR
02235 162      GG
02235 162      DR
02235 162      CS
02235 162      TR
02235 162      CG
02235 162      TI
02235 162      GE
02237 177      CS
02237 177      SR
02237 177      DR
02237 177      SG
02237 177      GE
02237 177      GG
02237 177      TI
02237 177      CG
02237 177      CR
02237 177      TR
02237 177      SS
02237 177      CC
02237 177      GI
02237 177      CI
02238  61 3D = CC
02238  61 3D = CG
02238  61 3D = CS
02238  61 3D = CR
02238 164      DR
02238 164      CS
02238 164      CR
02238 164      GG
02238 164      TI
02238 164      CC
02238 164      CG
02238 164      SG
02238 164      GE
02238 164      SS
02238 164      SR
02238 164      CI
02238 164      GI
02238 164      TR
02239 180      SS
02239 180      SG
02239 180      GI
02239 180      CS
02239 180      CC
02239 180      GG
02239 180      DR
02239 180      CG
02239 180      CI
02239 180      SR
02239 180      TI
02239 180      TR
02239 180      CR
02239 180      GE
02240 165      CI
02240 165      SS
02240 165      SR
02240 165      CC
02240 165      CS
02240 165      GI
02240 165      CG
02240 165      TR
02240 165      GG
02240 165      SG
02240 165      TI
02240 165      DR
02240 165      CR
02240 165      GE
02241  60 3C < SG
02241  60 3C < GI
02241  60 3C < TR
02241  60 3C < TI
02241  60 3C < GE
02241  60 3C < CI
02241  60 3C < CG
02241  60 3C < DR
02241  60 3C < SR
02241  60 3C < CS
02241  60 3C < SS
02241  60 3C < GG
02241  60 3C < CR
02241  60 3C < CC
02241 167      CR
02241 167      CG
02241 167      DR
02241 167      SS
02241 167      GE
02241 167      GG
02241 167      GI
02241 167      CC
02241 167      SR
02241 167      TR
02241 167      CI
02241 167      CS
02241 167      SG
02241 167      TI
02242  62 3E > SG
02242  62 3E > GE
02242  62 3E > CR
02242  62 3E > CG
02242  62 3E > SS
02242  62 3E > GG
02242  62 3E > TR
02242  62 3E > GI
02242  62 3E > CC
02242  62 3E > SR
02242  62 3E > TI
02242  62 3E > DR
02242  62 3E > CS
02242  62 3E > CI
02242 183      GI
02242 183      CR
02242 183      CG
02242 183      SS
02242 183      CI
02242 183      GE
02242 183      CC
02242 183      GG
02242 183      SG
02242 183      SR
02242 183      TI
02242 183      TR
02242 183      DR
02242 183      CS
02243 175      EX
02244 176      EX
02245 145      CR
02245 145      CI
02245 145      GE
02245 145      CS
02245 145      GE
02245 145      SR
02245 145      CR
02245 145      TI
02245 145      SS
02245 145      CS
02245 145      CG
02245 145      SS
02245 145      GI
02245 145      TR
02245 145      SG
02245 145      CI
02245 145      TR
02245 145      DR
02245 145      GI
02245 145      TI
02245 145      DR
02245 145      CG
02245 145      GG
02245 145      SG
02245 145      SR
02245 145      GG
02246 166      SR
02246 166      CS
02246 166      CI
02246 166      CC
02246 166      TI
02246 166      GE
02246 166      CG
02246 166      SG
02246 166      TR
02246 166      SS
02246 166      CR
02246 166      GG
02246 166      GI
02246 166      DR
